pair_id,start_index,goal_index,seed,config_name,success,start_x,start_y,start_yaw,goal_x,goal_y,goal_yaw,planning_time,path_length,num_nodes,first_solution_iter,num_path_points,error
5,0,5,1148120101,Baseline,True,14.053092919757557,6.592797899411041,0.9065943495418498,29.58524851460567,26.433070902339733,0.9065943495418498,1.0379157920833677,45.120166987423254,270,203,554,
5,0,5,1148120101,GoalBias,True,14.053092919757557,6.592797899411041,0.9065943495418498,29.58524851460567,26.433070902339733,0.9065943495418498,0.5616460000164807,44.722140270731025,177,55,524,
5,0,5,1148120101,GoalBias+Tangent,True,14.053092919757557,6.592797899411041,0.9065943495418498,29.58524851460567,26.433070902339733,0.9065943495418498,0.23966270801611245,39.69318358784364,88,58,504,
6,0,6,389119134,Baseline,True,14.053092919757557,6.592797899411041,0.6190038190140723,42.829982474122566,27.093631695563825,0.6190038190140723,1.0729504999471828,53.303120595190585,267,189,600,
6,0,6,389119134,GoalBias,True,14.053092919757557,6.592797899411041,0.6190038190140723,42.829982474122566,27.093631695563825,0.6190038190140723,0.5707092500524595,49.963054540525306,153,303,621,
6,0,6,389119134,GoalBias+Tangent,True,14.053092919757557,6.592797899411041,0.6190038190140723,42.829982474122566,27.093631695563825,0.6190038190140723,0.4539799999911338,49.20514532725568,120,199,607,
7,0,7,1714549227,Baseline,True,14.053092919757557,6.592797899411041,1.1193960241353214,22.66510658510346,24.357464868132716,1.1193960241353214,0.7520723749184981,38.03857970844321,193,89,452,
7,0,7,1714549227,GoalBias,True,14.053092919757557,6.592797899411041,1.1193960241353214,22.66510658510346,24.357464868132716,1.1193960241353214,2.3897975829895586,34.958620539729296,299,204,446,
7,0,7,1714549227,GoalBias+Tangent,True,14.053092919757557,6.592797899411041,1.1193960241353214,22.66510658510346,24.357464868132716,1.1193960241353214,0.47611087502446026,34.758276497012105,246,171,442,
8,0,8,63072593,Baseline,True,14.053092919757557,6.592797899411041,0.673995517347767,32.29498145791376,21.164021366355975,0.673995517347767,1.0096991249592975,25.843574199208387,219,92,330,
8,0,8,63072593,GoalBias,True,14.053092919757557,6.592797899411041,0.673995517347767,32.29498145791376,21.164021366355975,0.673995517347767,0.42059745907317847,34.061761533635156,91,75,425,
8,0,8,63072593,GoalBias+Tangent,True,14.053092919757557,6.592797899411041,0.673995517347767,32.29498145791376,21.164021366355975,0.673995517347767,2.00688133307267,56.223005989609725,279,984,690,
9,0,9,821437840,Baseline,True,14.053092919757557,6.592797899411041,0.6136812821790967,35.63540730704127,21.795651329658106,0.6136812821790967,0.9660653329920024,37.34292201362127,243,192,438,
9,0,9,821437840,GoalBias,True,14.053092919757557,6.592797899411041,0.6136812821790967,35.63540730704127,21.795651329658106,0.6136812821790967,1.4505162501009181,49.26002936896207,236,367,599,
9,0,9,821437840,GoalBias+Tangent,True,14.053092919757557,6.592797899411041,0.6136812821790967,35.63540730704127,21.795651329658106,0.6136812821790967,0.5680282090324908,53.20340319644513,149,277,647,
10,1,0,90361246,Baseline,True,7.070291499405662,7.31408807042184,0.42834211345392825,43.536932303325806,23.965337940458376,0.42834211345392825,2.8272782909916714,53.46123494879554,435,519,575,
10,1,0,90361246,GoalBias,True,7.070291499405662,7.31408807042184,0.42834211345392825,43.536932303325806,23.965337940458376,0.42834211345392825,0.29984525009058416,63.837456343729094,100,151,780,
10,1,0,90361246,GoalBias+Tangent,True,7.070291499405662,7.31408807042184,0.42834211345392825,43.536932303325806,23.965337940458376,0.42834211345392825,0.3147772919619456,60.74405402480398,100,98,757,
11,1,1,1359819927,Baseline,True,7.070291499405662,7.31408807042184,0.6046131148680516,36.52479356325202,27.66510336305589,0.6046131148680516,1.1742954580113292,60.68682703307027,276,203,738,
11,1,1,1359819927,GoalBias,True,7.070291499405662,7.31408807042184,0.6046131148680516,36.52479356325202,27.66510336305589,0.6046131148680516,0.3709047499578446,58.21802093249884,106,88,707,
11,1,1,1359819927,GoalBias+Tangent,True,7.070291499405662,7.31408807042184,0.6046131148680516,36.52479356325202,27.66510336305589,0.6046131148680516,0.44644262501969934,63.47753055296041,131,165,805,
12,1,2,1806043308,Baseline,True,7.070291499405662,7.31408807042184,0.6073080448366981,27.049089991906214,21.197743441899785,0.6073080448366981,0.7860037080245093,42.4060990125099,208,62,479,
12,1,2,1806043308,GoalBias,True,7.070291499405662,7.31408807042184,0.6073080448366981,27.049089991906214,21.197743441899785,0.6073080448366981,0.44805445801466703,42.02568974381746,259,56,515,
12,1,2,1806043308,GoalBias+Tangent,True,7.070291499405662,7.31408807042184,0.6073080448366981,27.049089991906214,21.197743441899785,0.6073080448366981,0.32483116700313985,47.4707840884079,95,140,593,
13,1,3,669067490,Baseline,True,7.070291499405662,7.31408807042184,0.7423778477730707,28.33769613415263,26.826067642436417,0.7423778477730707,1.2960807499475777,59.68197977770525,270,280,707,
13,1,3,669067490,GoalBias,True,7.070291499405662,7.31408807042184,0.7423778477730707,28.33769613415263,26.826067642436417,0.7423778477730707,2.5704260409111157,40.674650694077386,286,174,486,
