safety_margin,map_seed,search_seed,method,success,planning_time,first_solution_iteration,node_count,path_length
0.3,0,4,RRT*,1,15.18373417854309,390,358,146.4391331179924
0.3,0,5,GoalBias,1,4.973871231079102,145,175,135.9445653239571
0.3,0,5,Hybrid,1,6.671321153640747,229,199,161.93017665023442
0.3,0,6,RRT*,1,8.3663170337677,210,224,164.44370957771966
0.3,0,6,Hybrid,1,3.391551971435547,220,124,123.40964936649158
0.3,0,7,GoalBias,1,3.778815984725952,81,120,118.07041543571894
0.3,0,7,RRT*,1,13.563461065292358,383,391,135.01143238342212
0.3,0,8,RRT*,1,11.005423069000244,273,275,152.88304253341926
0.3,0,7,Hybrid,1,23.00274109840393,319,275,156.09912363039808
0.3,0,8,GoalBias,1,4.843961238861084,95,161,135.13942787649475
0.3,0,8,Hybrid,1,2.321470022201538,72,94,112.30949756719845
0.3,0,5,RRT*,1,47.63983201980591,1276,958,185.76533009758364
0.3,0,9,GoalBias,1,2.987664222717285,70,110,121.60690791904683
0.3,0,9,Hybrid,1,2.523782730102539,82,105,148.54460091720117
0.3,0,6,GoalBias,1,45.21712303161621,911,833,176.7310800964683
0.3,1,0,RRT*,1,10.825330018997192,296,297,187.95098161865621
0.3,1,0,Hybrid,1,6.843530178070068,101,177,118.3735716098135
0.3,1,1,GoalBias,1,3.683979034423828,121,111,125.40643066984535
0.3,0,9,RRT*,1,23.364888906478882,576,557,189.62026984132942
0.3,1,1,RRT*,1,10.358083963394165,316,309,139.21494343284215
0.3,1,2,GoalBias,1,3.9677059650421143,110,124,140.07752486340263
0.3,1,2,Hybrid,1,3.573613166809082,62,123,137.0285583621355
0.3,1,1,Hybrid,1,13.171082258224487,757,316,128.84816711183657
0.3,1,2,RRT*,1,12.575461864471436,401,320,143.8883860061114
0.3,1,0,GoalBias,1,32.944042921066284,652,598,183.56824700187352
0.3,1,3,GoalBias,1,3.7318990230560303,72,130,167.88497685727938
0.3,1,3,Hybrid,1,3.4517292976379395,100,111,112.97687746540826
0.3,1,4,GoalBias,1,3.6004321575164795,124,144,157.13707182022947
0.3,1,4,Hybrid,1,4.08628511428833,139,140,148.36591528228436
0.3,1,3,RRT*,1,12.667175769805908,378,342,165.2030904350736
0.3,1,5,RRT*,1,4.749865293502808,110,156,135.1219753969588
0.3,1,5,Hybrid,1,5.430072069168091,112,160,138.51654445113897
0.3,1,6,RRT*,1,5.526259899139404,128,162,129.01594011113852
0.3,1,4,RRT*,1,16.28522491455078,404,360,144.57527405602283
0.3,1,5,GoalBias,1,11.749995946884155,525,252,121.85188984837588
0.3,1,6,GoalBias,1,4.498882055282593,118,110,141.59470062960446
0.3,1,6,Hybrid,1,5.548009157180786,53,136,110.94141714157304
0.3,1,7,RRT*,1,3.992642879486084,84,137,146.91774010678282
0.3,1,7,GoalBias,1,5.822316884994507,171,133,145.28849064892825
0.3,1,7,Hybrid,1,6.174917221069336,103,132,126.2218025537402
0.3,1,8,RRT*,1,7.111392021179199,214,209,130.87931607596605
0.3,1,9,GoalBias,1,3.106323003768921,64,113,156.04401885485703
0.3,1,8,GoalBias,1,10.563102006912231,285,261,114.45030546454083
0.3,1,8,Hybrid,1,13.712622880935669,343,287,169.7021624524043
0.3,1,9,Hybrid,1,9.492178201675415,210,191,149.95897925944314
0.3,1,9,RRT*,1,19.14443588256836,460,446,130.8004991049811
0.3,2,0,GoalBias,1,12.453397035598755,569,299,186.91856196670133
0.3,2,1,GoalBias,1,3.8746118545532227,103,144,85.04719095703362
0.3,2,0,RRT*,1,25.549670934677124,735,559,143.43611683065802
0.3,2,1,RRT*,1,16.30395007133484,479,469,213.25094202234942
0.3,2,0,Hybrid,1,22.808448791503906,443,368,182.72780215826776
0.3,2,2,GoalBias,1,6.039094924926758,146,203,142.292326898928
0.3,2,2,Hybrid,1,11.355912923812866,284,242,117.41755286944672
0.3,2,3,RRT*,1,17.06490707397461,481,407,154.7129039941228
0.3,2,3,GoalBias,1,8.894001245498657,256,268,152.27417702367714
0.3,2,4,RRT*,1,5.722868204116821,154,182,104.90196850628163
0.3,2,4,GoalBias,1,4.259664058685303,161,129,106.28450805833972
0.3,2,2,RRT*,1,37.18036508560181,854,783,126.55253699695044
0.3,2,5,RRT*,1,12.409648180007935,374,407,152.6347819924938
0.3,2,5,GoalBias,1,17.86147403717041,627,437,142.74066788744523
0.3,2,5,Hybrid,1,13.701279878616333,127,218,161.0172646769881
0.3,2,6,RRT*,1,24.38931107521057,715,546,205.4482716940372
0.3,2,6,GoalBias,1,9.275646924972534,373,265,156.6894825751374
0.3,2,1,Hybrid,1,127.00416994094849,944,766,155.21741104216363
0.3,2,7,RRT*,1,4.009430885314941,78,143,119.20926840591224
0.3,2,7,GoalBias,1,6.64954400062561,195,171,137.45863483414928
0.3,2,4,Hybrid,1,101.06888031959534,495,465,130.087505742197
0.3,2,7,Hybrid,1,12.42946195602417,156,199,137.88176273541254
0.3,2,8,RRT*,1,10.494026899337769,241,300,157.54015831537282
