success,path_length,travel_time,planning_ms,mean_curvature,max_curvature,smoothness,min_static_clearance,min_dynamic_clearance,scene,split,difficulty,method,footprint_collisions
1,15.38999999999998,17.1,0.29799999902024865,0.0,0.0,0.0,1.5999999999999996,5.032891812864643,12,validation,simple,A*+UA,0
1,15.38999999999998,17.1,2.790792001178488,0.0,0.0,0.0,1.5999999999999996,5.032891812864643,12,validation,simple,RCRA*+UA (Ours),0
0,1.5974999999999935,3.5,243.7599999975646,0.266528742257136,0.40558721647824947,0.01192903577877229,1.169220890988531,18.21628249746465,13,validation,moderate,A*+DWA,0
0,14.644386790407466,50.900000000000006,31.27212500112364,0.3254385825473553,0.40558721647824947,0.01031430915923987,1.1685191805648212,6.9079867999742195,13,validation,moderate,Hybrid A*+TEB,0
0,14.675656388945239,19.3,1.799458001187304,0.08334560099339337,0.40558721647824947,0.00469472839622202,1.5999999999999996,4.689884120398368,13,validation,moderate,Greedy+APF,0
0,1.5974999999999935,3.5,238.53737500030547,0.266528742257136,0.40558721647824947,0.01192903577877229,1.169220890988531,18.21628249746465,13,validation,moderate,RCRA*+DWA,0
1,15.38999999999998,17.1,0.28370799918775447,0.0,0.0,0.0,1.2182364302548212,4.205294282211434,13,validation,moderate,A*+UA,0
1,15.555530548914849,22.8,2.432000001135748,0.12910129644940913,0.40558721647824947,0.005638693492193529,1.5999999999999996,3.7050307636111106,13,validation,moderate,RCRA*+UA (Ours),0
0,1.0799999999999985,2.1,229.40645799826598,0.23176412370185678,0.40558721647824947,0.020279360823912473,1.5910284645878356,4.409315331875123,14,validation,hard,A*+DWA,0
0,0.2699999999999993,0.30000000000000004,396.44487500117975,7.824388086247376e-16,1.2432035494856046e-15,6.216017747428023e-16,1.5811751664430078,5.257418328897415,14,validation,hard,Hybrid A*+TEB,0
0,14.57999999999998,16.2,1.7538749998493586,0.0,0.0,0.0,1.5999999999999996,1.6924833824885814,14,validation,hard,Greedy+APF,0
0,1.0799999999999985,2.1,231.871083000442,0.23176412370185678,0.40558721647824947,0.020279360823912473,1.5910284645878356,4.409315331875123,14,validation,hard,RCRA*+DWA,0
0,42.61559934704266,180.0,0.5783749984402675,0.3969643788249778,0.40558721647824947,0.00241118140510093,0.008224461799720797,0.5737661485067576,14,validation,hard,A*+UA,831
0,42.61559934704266,180.0,2.2512080031447113,0.3969643788249778,0.40558721647824947,0.00241118140510093,0.008224461799720797,0.5737661485067576,14,validation,hard,RCRA*+UA (Ours),831
0,1.5974999999999935,3.5,241.9721659971401,0.266528742257136,0.40558721647824947,0.01192903577877229,1.111773132870984,13.699156171542462,15,test,simple,A*+DWA,0
0,10.47318170980507,32.1,277.9028330005531,0.27073569175920337,0.40558721647824947,0.009781210746769105,1.1802148609704661,9.671924563353262,15,test,simple,Hybrid A*+TEB,0
0,14.57999999999998,16.2,3.558124997653067,0.0,0.0,0.0,1.5999999999999996,5.15228104823487,15,test,simple,Greedy+APF,0
