overlap,map_seed,search_seed,method,success,planning_time,first_solution_iteration,node_count,path_length
20,4,4,Hybrid,1,2.0758509635925293,33,77,115.06915837359902
20,4,2,RRT*,1,29.670207977294922,700,659,159.2236690429279
20,4,5,GoalBias,1,4.7028539180755615,101,146,114.72082442446757
20,4,5,RRT*,1,8.659595966339111,217,284,152.11400864721074
20,4,4,GoalBias,1,17.078017950057983,492,395,122.96520007359565
20,4,5,Hybrid,1,7.504784107208252,143,141,130.3780599845645
20,4,6,Hybrid,1,2.5414249897003174,48,91,158.63511183332162
20,4,6,GoalBias,1,4.937746047973633,162,152,128.46277558163771
20,4,7,GoalBias,1,7.975536108016968,195,194,149.08564838325242
20,4,7,RRT*,1,11.898327827453613,390,324,148.3654708564953
20,4,8,RRT*,1,6.309191942214966,154,198,121.20601411808273
20,4,8,GoalBias,1,4.07357120513916,87,143,149.57275191950615
20,4,6,RRT*,1,26.23775625228882,591,615,131.71444241365148
20,4,7,Hybrid,1,18.91711711883545,516,318,161.76637581039805
20,4,9,Hybrid,1,2.0776591300964355,46,86,118.96442662866946
20,4,8,Hybrid,1,9.233824968338013,175,165,120.8116912096413
20,4,9,GoalBias,1,10.420042991638184,262,281,130.52355465272413
40,0,0,Hybrid,1,3.5147018432617188,70,114,143.17233632074604
40,0,0,GoalBias,1,12.40920090675354,400,283,113.87268692825988
20,4,9,RRT*,1,27.22005558013916,622,640,172.61485373175682
40,0,1,RRT*,1,8.811851978302002,175,238,182.86981002559952
40,0,1,Hybrid,1,5.2192702293396,124,141,125.50423863189383
40,0,2,GoalBias,1,6.861457109451294,179,211,163.65646832826906
40,0,2,Hybrid,1,3.1302621364593506,46,91,145.2021205528312
40,0,1,GoalBias,1,26.150352716445923,577,511,158.1339818235356
40,0,2,RRT*,1,19.19466209411621,376,430,189.99970763794656
40,0,3,Hybrid,1,4.368091344833374,226,115,150.06410983145923
40,0,3,GoalBias,1,9.008483171463013,261,266,124.12514667336856
40,0,4,GoalBias,1,4.8246049880981445,157,145,104.38384147456024
40,0,3,RRT*,1,18.165523767471313,423,421,171.0571473469263
40,0,4,Hybrid,1,2.5434749126434326,70,97,145.45981072603027
40,0,5,GoalBias,1,6.385976791381836,159,208,114.7346297408593
40,0,0,RRT*,1,63.58995795249939,1129,1051,140.2754822305004
40,0,5,Hybrid,1,3.8442418575286865,156,142,171.47462648508093
40,0,4,RRT*,1,22.28998875617981,517,478,153.18646103679902
40,0,5,RRT*,1,14.024769067764282,378,376,167.38041361187416
40,0,6,Hybrid,1,2.677724838256836,81,113,113.2663901375562
40,0,6,RRT*,1,9.230991840362549,220,266,158.91920746756665
40,0,6,GoalBias,1,6.873775005340576,192,197,102.61071799615254
40,0,7,RRT*,1,6.628802061080933,187,213,146.12398084063693
40,0,7,Hybrid,1,1.8586828708648682,39,77,141.76171631232674
40,0,7,GoalBias,1,10.30344295501709,184,211,150.94001416192867
40,0,8,GoalBias,1,5.198982000350952,129,176,144.7884287588647
40,0,8,RRT*,1,7.540672063827515,214,248,123.97151162199562
40,0,9,GoalBias,1,3.5929651260375977,78,131,161.8666271104745
40,1,0,RRT*,1,7.391512155532837,175,244,126.09275427434054
40,1,0,GoalBias,1,3.282060146331787,50,134,120.64763582922079
40,1,0,Hybrid,1,2.2919600009918213,66,101,120.83375693106431
40,0,9,Hybrid,1,19.09009099006653,388,343,184.70322342664136
40,0,9,RRT*,1,23.30876922607422,552,551,127.30070750984302
40,1,1,RRT*,1,8.252119779586792,202,246,153.65753830221982
40,1,1,GoalBias,1,8.220247030258179,310,202,121.51612553717506
40,1,2,GoalBias,1,3.5304789543151855,54,123,115.03677276910369
40,0,8,Hybrid,1,37.18517303466797,513,465,113.5936568663389
40,1,2,Hybrid,1,3.298164129257202,60,110,123.8640080543318
40,1,1,Hybrid,1,12.327152013778687,217,225,168.40783094659187
40,1,3,Hybrid,1,2.9203429222106934,81,92,136.3950866421602
40,1,3,GoalBias,1,4.4946129322052,163,142,146.43476060979634
40,1,2,RRT*,1,16.412142038345337,376,426,176.78156857603605
40,1,4,Hybrid,1,2.324846029281616,43,95,116.4608185514134
40,1,4,GoalBias,1,8.576987028121948,405,215,122.16560968773626
40,1,3,RRT*,1,17.691415071487427,389,411,161.78033431633216
40,1,4,RRT*,1,13.951729774475098,390,395,148.90126853723294
40,1,5,Hybrid,1,8.214788913726807,145,186,127.92533308186023
40,1,5,RRT*,1,17.194895029067993,505,483,202.13270973687307
40,1,6,GoalBias,1,3.782637119293213,55,126,141.86525803604786
40,1,6,Hybrid,1,3.3589539527893066,116,129,162.09927927595598
40,1,5,GoalBias,1,16.76231074333191,497,274,176.20073109747176
40,1,7,GoalBias,1,6.72670316696167,224,187,154.6858826837452
40,1,7,Hybrid,1,5.614732027053833,160,170,145.53050611523253
40,1,8,GoalBias,1,4.809889078140259,129,164,135.97176329103053
40,1,6,RRT*,1,30.561480283737183,693,684,172.05821906852793
40,1,7,RRT*,1,21.331220865249634,571,557,119.43903682930306
40,1,8,Hybrid,1,8.803176879882812,157,145,145.7711191632641
40,1,9,Hybrid,1,1.8436479568481445,38,79,139.43162940434033
40,1,9,GoalBias,1,3.052927255630493,65,118,153.1773112715497
40,1,8,RRT*,1,23.66431713104248,629,581,141.35405617069256
40,2,0,GoalBias,1,9.460676193237305,307,260,136.22232876023156
40,2,0,RRT*,1,11.72327184677124,296,317,172.93812727149657
40,1,9,RRT*,1,17.491082906723022,488,466,171.59826556846275
40,2,0,Hybrid,1,6.222049713134766,129,150,116.59329010719405
40,2,1,GoalBias,1,5.211214780807495,121,166,135.70782483794542
40,2,1,Hybrid,1,4.681828737258911,114,145,124.99788918681327
40,2,2,Hybrid,1,3.298356771469116,69,112,114.22036822510739
40,2,2,GoalBias,1,6.621845006942749,158,216,131.00724922936354
40,2,1,RRT*,1,18.259662866592407,472,475,152.5418908898635
40,2,3,GoalBias,1,5.5377678871154785,160,197,161.71182023778826
40,2,3,Hybrid,1,2.3416748046875,42,91,129.91578277261704
40,2,4,GoalBias,1,3.7907650470733643,80,133,102.09526098630262
40,2,4,Hybrid,1,3.409475088119507,60,120,110.97792301612562
40,2,3,RRT*,1,21.877905130386353,518,537,147.53218022521267
40,2,2,RRT*,1,29.645042896270752,677,656,160.73374056830346
40,2,5,Hybrid,1,4.184869050979614,144,154,138.3730493980357
40,2,5,GoalBias,1,8.571192979812622,263,248,144.87659351957421
40,2,4,RRT*,1,25.19529128074646,551,568,108.81591525272233
40,2,5,RRT*,1,19.47975492477417,501,520,132.38267105290996
40,2,6,Hybrid,1,5.87991189956665,173,182,126.42634442474132
40,2,6,GoalBias,1,9.20023488998413,346,250,151.8666010925087
40,2,7,Hybrid,1,2.072722911834717,52,80,118.45477363198042
40,2,7,GoalBias,1,5.653720855712891,165,183,140.53107365396352
40,2,6,RRT*,1,20.664416074752808,584,491,131.8970609141841
40,2,8,GoalBias,1,4.973706007003784,112,167,123.0445473200033
40,2,8,RRT*,1,12.504125833511353,318,358,150.12396630997847
40,2,8,Hybrid,1,10.635333776473999,187,192,104.45398462603185
40,2,9,Hybrid,1,3.0808651447296143,104,128,116.10178233793779
40,2,9,GoalBias,1,6.52828574180603,191,180,133.97872902164022
40,3,0,GoalBias,1,3.105556011199951,91,124,112.1940982592494
40,3,0,Hybrid,1,2.6314749717712402,90,99,119.21114809923117
40,2,7,RRT*,1,36.61310124397278,873,772,152.91934689538394
40,3,1,RRT*,1,5.759112358093262,141,190,119.63548775645754
40,3,0,RRT*,1,12.663323163986206,282,353,169.3076484095673
40,3,1,Hybrid,1,2.784058094024658,50,95,137.86284658378676
40,3,1,GoalBias,1,5.061863899230957,91,158,109.70322440355007
40,3,2,GoalBias,1,2.9226131439208984,41,109,107.0402941026362
40,3,2,Hybrid,1,1.6217942237854004,31,75,107.48008855876341
40,3,3,GoalBias,1,3.1579108238220215,53,126,141.17857529459903
40,3,3,Hybrid,1,2.953723192214966,66,98,117.15274631430611
40,3,2,RRT*,1,13.671917915344238,393,385,141.4679166917587
40,3,4,GoalBias,1,3.538595199584961,68,131,114.08234067674057
40,3,4,Hybrid,1,2.9359400272369385,78,104,108.13372877486657
40,3,3,RRT*,1,15.438343048095703,407,428,116.10189305270447
40,3,5,GoalBias,1,3.571924924850464,56,134,129.4988516131959
40,3,5,RRT*,1,5.880813837051392,128,204,114.28499383116788
